Symbol	Entrez GeneID	U2OS	HeLa-Whitfield	Foreskin fibroblasts	HaCaT	Total # of datasets
C20orf23	55614	Yes	No	No	No	1
CHD7	55636	Yes	No	No	No	1
FLJ20366	55638	Yes	No	No	No	1
FLJ20507	55654	Yes	No	No	No	1
BTBD7	55727	Yes	No	No	No	1
HHAT	55733	Yes	No	No	No	1
FLJ10871	55756	Yes	No	No	No	1
DHX32	55760	Yes	No	No	No	1
FLJ11280	55793	Yes	No	No	No	1
SELS	55829	Yes	No	No	No	1
THEM2	55856	Yes	No	No	No	1
HDAC8	55869	Yes	No	No	No	1
ASH1L	55870	Yes	No	No	No	1
GABRQ	55879	Yes	No	No	No	1
GPRC5C	55890	Yes	No	No	No	1
ZNF395	55893	Yes	No	No	No	1
DEFB103A	55894	Yes	No	No	No	1
MESP1	55897	Yes	No	No	No	1
KIAA1166	55906	Yes	No	No	No	1
LOC55924	55924	Yes	No	No	No	1
NSFL1C	55968	Yes	No	No	No	1
KLHL7	55975	Yes	No	No	No	1
PCDHB12	56124	Yes	No	No	No	1
BEXL1	56271	Yes	No	No	No	1
CHST7	56548	Yes	No	No	No	1
CYP26B1	56603	Yes	No	No	No	1
SLC2A4RG	56731	Yes	No	No	No	1
ZC3HAV1	56829	Yes	No	No	No	1
TCEAL7	56849	Yes	No	No	No	1
C8orf4	56892	Yes	No	No	No	1
LOC56902	56902	Yes	No	No	No	1
DKFZP434H132	56905	Yes	No	No	No	1
FN5	56935	Yes	No	No	No	1
C11orf30	56946	Yes	No	No	No	1
C9orf102	56959	Yes	No	No	No	1
FAM20C	56975	Yes	No	No	No	1
DKFZp762K222	56977	Yes	No	No	No	1
PRDM10	56980	Yes	No	No	No	1
CABC1	56997	Yes	No	No	No	1
CTNNBIP1	56998	Yes	No	No	No	1
ACN9	57001	Yes	No	No	No	1
NPD014	57035	Yes	No	No	No	1
CHRNA10	57053	Yes	No	No	No	1
PLSCR4	57088	Yes	No	No	No	1
CHMP1.5	57132	Yes	No	No	No	1
LOC57146	57146	Yes	No	No	No	1
PELI2	57161	Yes	No	No	No	1
GJA12	57165	Yes	No	No	No	1
THOC2	57187	Yes	No	No	No	1
ADAMTSL3	57188	Yes	No	No	No	1
KIAA1199	57214	Yes	No	No	No	1
PBXIP1	57326	Yes	No	No	No	1
JPH3	57338	Yes	No	No	No	1
KIAA1160	57461	Yes	No	No	No	1
KIAA1211	57482	Yes	No	No	No	1
NLGN4X	57502	Yes	No	No	No	1
MIB1	57534	Yes	No	No	No	1
IGSF9	57549	Yes	No	No	No	1
ARRDC3	57561	Yes	No	No	No	1
ARHGAP20	57569	Yes	No	No	No	1
PREX1	57580	Yes	No	No	No	1
KIAA1468	57614	Yes	No	No	No	1
ZNF406	57623	Yes	No	No	No	1
HCN3	57657	Yes	No	No	No	1
EPB41L5	57669	Yes	No	No	No	1
GPAM	57678	Yes	No	No	No	1
KIAA1582	57690	Yes	No	No	No	1
MAGEE1	57692	Yes	No	No	No	1
USP37	57695	Yes	No	No	No	1
KIAA1604	57703	Yes	No	No	No	1
KIAA1622	57718	Yes	No	No	No	1
KIAA1623	57719	Yes	No	No	No	1
ANKRA2	57763	Yes	No	No	No	1
CTDSP1	58190	Yes	No	No	No	1
ZNF71	58491	Yes	No	No	No	1
ZNF339	58495	Yes	No	No	No	1
ENPP5	59084	Yes	No	No	No	1
MESDC1	59274	Yes	No	No	No	1
PLEKHA1	59338	Yes	No	No	No	1
C6orf85	63027	Yes	No	No	No	1
BCORL1	63035	Yes	No	No	No	1
ABHD4	63874	Yes	No	No	No	1
ANKRD5	63926	Yes	No	No	No	1
DMRTA1	63951	Yes	No	No	No	1
FIGNL1	63979	Yes	No	No	No	1
GOLPH3	64083	Yes	No	No	No	1
IFRG28	64108	Yes	No	No	No	1
SLC39A8	64116	Yes	No	No	No	1
ABCG4	64137	Yes	No	No	No	1
CARD9	64170	Yes	No	No	No	1
TOR3A	64222	Yes	No	No	No	1
AZI2	64343	Yes	No	No	No	1
WIG1	64393	Yes	No	No	No	1
SH3BP3	64397	Yes	No	No	No	1
FLJ12587	64410	Yes	No	No	No	1
APG3L	64422	Yes	No	No	No	1
SDS3	64426	Yes	No	No	No	1
PERQ1	64599	Yes	No	No	No	1
C18orf11	64762	Yes	No	No	No	1
FLJ21865	64772	Yes	No	No	No	1
RBM15	64783	Yes	No	No	No	1
GNPNAT1	64841	Yes	No	No	No	1
AXOT	64844	Yes	No	No	No	1
RBM21	64852	Yes	No	No	No	1
BCL11B	64919	Yes	No	No	No	1
NDRG4	65009	Yes	No	No	No	1
DKFZp761C169	65056	Yes	No	No	No	1
RTN4R	65078	Yes	No	No	No	1
FLJ12644	65251	Yes	No	No	No	1
ALS2CR3	66008	Yes	No	No	No	1
MGC3113	78998	Yes	No	No	No	1
SPATA5L1	79029	Yes	No	No	No	1
MGC3169	79041	Yes	No	No	No	1
MEP50	79084	Yes	No	No	No	1
MGC2747	79086	Yes	No	No	No	1
CARD14	79092	Yes	No	No	No	1
LGP2	79132	Yes	No	No	No	1
MGC1203	79140	Yes	No	No	No	1
MGC4172	79154	Yes	No	No	No	1
MGC11266	79172	Yes	No	No	No	1
IRX3	79191	Yes	No	No	No	1
BHLHB3	79365	Yes	No	No	No	1
SPAG16	79582	Yes	No	No	No	1
PGBD5	79605	Yes	No	No	No	1
FLJ14166	79616	Yes	No	No	No	1
FLJ13646	79635	Yes	No	No	No	1
ARMC7	79637	Yes	No	No	No	1
FLJ23548	79642	Yes	No	No	No	1
FLJ11588	79656	Yes	No	No	No	1
PARP8	79668	Yes	No	No	No	1
FLJ23186	79669	Yes	No	No	No	1
NOD9	79671	Yes	No	No	No	1
FLJ13491	79676	Yes	No	No	No	1
ZDHHC14	79683	Yes	No	No	No	1
MANEA	79694	Yes	No	No	No	1
FLJ13456	79699	Yes	No	No	No	1
FLJ22573	79713	Yes	No	No	No	1
FLJ23233	79744	Yes	No	No	No	1
ASB13	79754	Yes	No	No	No	1
FLJ12505	79805	Yes	No	No	No	1
ASAM	79827	Yes	No	No	No	1
FLJ22639	79854	Yes	No	No	No	1
SNX22	79856	Yes	No	No	No	1
BAALC	79870	Yes	No	No	No	1
FLJ22301	79894	Yes	No	No	No	1
NANOG	79923	Yes	No	No	No	1
FLJ14050	79927	Yes	No	No	No	1
FLJ12748	79929	Yes	No	No	No	1
C6orf134	79969	Yes	No	No	No	1
C20orf172	79980	Yes	No	No	No	1
FLJ21019	79990	Yes	No	No	No	1
ATF7IP2	80063	Yes	No	No	No	1
FLJ14082	80092	Yes	No	No	No	1
ZNF614	80110	Yes	No	No	No	1
FLJ22595	80117	Yes	No	No	No	1
NARG1	80155	Yes	No	No	No	1
FLJ22170	80169	Yes	No	No	No	1
SSB1	80176	Yes	No	No	No	1
Cep290	80184	Yes	No	No	No	1
C10orf57	80195	Yes	No	No	No	1
CHD9	80205	Yes	No	No	No	1
FLJ21439	80208	Yes	No	No	No	1
ALPK1	80216	Yes	No	No	No	1
RAB11FIP1	80223	Yes	No	No	No	1
WDR26	80232	Yes	No	No	No	1
PP2447	80305	Yes	No	No	No	1
EPC1	80314	Yes	No	No	No	1
CXXC4	80319	Yes	No	No	No	1
ABTB1	80325	Yes	No	No	No	1
ZNF435	80345	Yes	No	No	No	1
THUMPD2	80745	Yes	No	No	No	1
MGC4659	80757	Yes	No	No	No	1
THAP7	80764	Yes	No	No	No	1
MGC10993	80775	Yes	No	No	No	1
MGC4093	80776	Yes	No	No	No	1
DDHD1	80821	Yes	No	No	No	1
SMAP-5	81555	Yes	No	No	No	1
C12orf22	81566	Yes	No	No	No	1
MGC11335	81577	Yes	No	No	No	1
PLA2G12A	81579	Yes	No	No	No	1
PVRL4	81607	Yes	No	No	No	1
FIP1L1	81608	Yes	No	No	No	1
VMP1	81671	Yes	No	No	No	1
C6orf62	81688	Yes	No	No	No	1
DKFZP564A022	81790	Yes	No	No	No	1
NETO1	81832	Yes	No	No	No	1
TRIM56	81844	Yes	No	No	No	1
ARPC5L	81873	Yes	No	No	No	1
PARP9	83666	Yes	No	No	No	1
SESN2	83667	Yes	No	No	No	1
LOC83690	83690	Yes	No	No	No	1
MGC11134	83707	Yes	No	No	No	1
DKFZP434I2117	83723	Yes	No	No	No	1
ZNF484	83744	Yes	No	No	No	1
SYT15	83849	Yes	No	No	No	1
ARG99	83857	Yes	No	No	No	1
RSHL2	83861	Yes	No	No	No	1
SPATA9	83890	Yes	No	No	No	1
FKSG42	83956	Yes	No	No	No	1
SLC4A11	83959	Yes	No	No	No	1
DKFZP564D172	83989	Yes	No	No	No	1
CTTNBP2	83992	Yes	No	No	No	1
EMILIN2	84034	Yes	No	No	No	1
KIRREL2	84063	Yes	No	No	No	1
DKFZP434A1319	84080	Yes	No	No	No	1
ZRANB3	84083	Yes	No	No	No	1
FLJ12363	84127	Yes	No	No	No	1
FLJ13305	84140	Yes	No	No	No	1
FLJ13391	84141	Yes	No	No	No	1
ZNF644	84146	Yes	No	No	No	1
MLSTD2	84188	Yes	No	No	No	1
RKHD3	84206	Yes	No	No	No	1
DKFZp434K2435	84216	Yes	No	No	No	1
DKFZp761D112	84257	Yes	No	No	No	1
RIP	84268	Yes	No	No	No	1
C2orf7	84279	Yes	No	No	No	1
GMRP-1	84280	Yes	No	No	No	1
MGC12458	84288	Yes	No	No	No	1
ING5	84289	Yes	No	No	No	1
PHF6	84295	Yes	No	No	No	1
C9orf125	84302	Yes	No	No	No	1
MGC10744	84314	Yes	No	No	No	1
ZBED3	84327	Yes	No	No	No	1
MGC15416	84331	Yes	No	No	No	1
SPIRE2	84501	Yes	No	No	No	1
PARD6G	84552	Yes	No	No	No	1
C6orf168	84553	Yes	No	No	No	1
DGAT2	84649	Yes	No	No	No	1
PPP1R9B	84687	Yes	No	No	No	1
CAPS2	84698	Yes	No	No	No	1
LNX	84708	Yes	No	No	No	1
MGC4655	84752	Yes	No	No	No	1
TUBA6	84790	Yes	No	No	No	1
MGC5391	84826	Yes	No	No	No	1
C14orf128	84837	Yes	No	No	No	1
MGC15634	84841	Yes	No	No	No	1
TRIM52	84851	Yes	No	No	No	1
MGC16291	84856	Yes	No	No	No	1
KELCHL	84861	Yes	No	No	No	1
ZNF514	84874	Yes	No	No	No	1
AMID	84883	Yes	No	No	No	1
LRRN6A	84894	Yes	No	No	No	1
FLJ14624	84899	Yes	No	No	No	1
FLJ14639	84901	Yes	No	No	No	1
FLJ14721	84915	Yes	No	No	No	1
ALG10	84920	Yes	No	No	No	1
FLJ14825	84933	Yes	No	No	No	1
C6orf93	84946	Yes	No	No	No	1
TIGD5	84948	Yes	No	No	No	1
MGC16037	84973	Yes	No	No	No	1
MGC14126	84984	Yes	No	No	No	1
RBM17	84991	Yes	No	No	No	1
C21orf119	84996	Yes	No	No	No	1
RERG	85004	Yes	No	No	No	1
MGC15875	85007	Yes	No	No	No	1
USP45	85015	Yes	No	No	No	1
C9orf37	85026	Yes	No	No	No	1
HIST1H2AH	85235	Yes	No	No	No	1
KRTAP4-7	85287	Yes	No	No	No	1
COL27A1	85301	Yes	No	No	No	1
C6orf33	85315	Yes	No	No	No	1
MYLK2	85366	Yes	No	No	No	1
KIAA1666	85376	Yes	No	No	No	1
C6orf114	85411	Yes	No	No	No	1
PCANAP6	85414	Yes	No	No	No	1
DOCK7	85440	Yes	No	No	No	1
KIAA1764	85444	Yes	No	No	No	1
KIAA1731	85459	Yes	No	No	No	1
TSLP	85480	Yes	No	No	No	1
PNPT1	87178	Yes	No	No	No	1
HPS4	89781	Yes	No	No	No	1
NAV3	89795	Yes	No	No	No	1
NAV1	89796	Yes	No	No	No	1
SLC25A21	89874	Yes	No	No	No	1
C9orf140	89958	Yes	No	No	No	1
PHLDB2	90102	Yes	No	No	No	1
C20orf161	90203	Yes	No	No	No	1
C10orf75	90271	Yes	No	No	No	1
MGC33488	90326	Yes	No	No	No	1
MGC45866	90381	Yes	No	No	No	1
BMF	90427	Yes	No	No	No	1
TBL1Y	90665	Yes	No	No	No	1
PPP1R3E	90673	Yes	No	No	No	1
ADCK2	90956	Yes	No	No	No	1
DKFZp434O0213	91355	Yes	No	No	No	1
MGC13017	91368	Yes	No	No	No	1
SESTD1	91404	Yes	No	No	No	1
MGC23908	91408	Yes	No	No	No	1
KUB3	91419	Yes	No	No	No	1
MGC20398	91603	Yes	No	No	No	1
FLJ23749	91694	Yes	No	No	No	1
MGC21675	92070	Yes	No	No	No	1
LOC92312	92312	Yes	No	No	No	1
FLJ11724	92340	Yes	No	No	No	1
FANK1	92565	Yes	No	No	No	1
MOBKL1A	92597	Yes	No	No	No	1
TIFA	92610	Yes	No	No	No	1
LOC93081	93081	Yes	No	No	No	1
ZNF561	93134	Yes	No	No	No	1
RG9MTD2	93587	Yes	No	No	No	1
TTYH2	94015	Yes	No	No	No	1
SYTL4	94121	Yes	No	No	No	1
TP53INP1	94241	Yes	No	No	No	1
LOC112476	112476	Yes	No	No	No	1
RWDD2	112611	Yes	No	No	No	1
FAM54A	113115	Yes	No	No	No	1
ODC-p	113451	Yes	No	No	No	1
CYP2U1	113612	Yes	No	No	No	1
MGC17330	113791	Yes	No	No	No	1
GALNT13	114805	Yes	No	No	No	1
KIAA1935	114825	Yes	No	No	No	1
OSBPL6	114880	Yes	No	No	No	1
OSBPL10	114884	Yes	No	No	No	1
C1QTNF2	114898	Yes	No	No	No	1
GPRASP2	114928	Yes	No	No	No	1
LOC114977	114977	Yes	No	No	No	1
LOC115294	115294	Yes	No	No	No	1
MGC24665	116028	Yes	No	No	No	1
C6orf68	116150	Yes	No	No	No	1
PHACTR3	116154	Yes	No	No	No	1
LOC116349	116349	Yes	No	No	No	1
RAB39B	116442	Yes	No	No	No	1
OLIG1	116448	Yes	No	No	No	1
LIP8	116840	Yes	No	No	No	1
MED12L	116931	Yes	No	No	No	1
ANTXR2	118429	Yes	No	No	No	1
MGC34830	120196	Yes	No	No	No	1
CYP2R1	120227	Yes	No	No	No	1
AMICA1	120425	Yes	No	No	No	1
LRIG3	121227	Yes	No	No	No	1
ANKRD9	122416	Yes	No	No	No	1
SLC25A29	123096	Yes	No	No	No	1
LOC123722	123722	Yes	No	No	No	1
FLJ31153	123811	Yes	No	No	No	1
CKLFSF3	123920	Yes	No	No	No	1
LOC124402	124402	Yes	No	No	No	1
LOC124491	124491	Yes	No	No	No	1
USP43	124739	Yes	No	No	No	1
FLJ40194	124871	Yes	No	No	No	1
SMCR7	125170	Yes	No	No	No	1
FLJ38944	126272	Yes	No	No	No	1
FLJ38451	126375	Yes	No	No	No	1
FLJ36888	126526	Yes	No	No	No	1
KIAA1957	126567	Yes	No	No	No	1
MGC29891	126626	Yes	No	No	No	1
LOC126755	126755	Yes	No	No	No	1
B3GALT6	126792	Yes	No	No	No	1
LOC127253	127253	Yes	No	No	No	1
	127309	Yes	No	No	No	1
MGC27466	127396	Yes	No	No	No	1
MGC17299	128218	Yes	No	No	No	1
ARHGEF19	128272	Yes	No	No	No	1
MGC24133	128346	Yes	No	No	No	1
WFDC12	128488	Yes	No	No	No	1
C20orf128	128876	Yes	No	No	No	1
LOC128977	128977	Yes	No	No	No	1
TBN	129685	Yes	No	No	No	1
TRIM43	129868	Yes	No	No	No	1
MGC52057	130574	Yes	No	No	No	1
GALM	130589	Yes	No	No	No	1
DCBLD2	131566	Yes	No	No	No	1
MGC29956	131616	Yes	No	No	No	1
PPARGC1B	133522	Yes	No	No	No	1
JMY	133746	Yes	No	No	No	1
FLJ36748	134265	Yes	No	No	No	1
GRPEL2	134266	Yes	No	No	No	1
FLJ35779	134359	Yes	No	No	No	1
WDR36	134430	Yes	No	No	No	1
HUS1B	135458	Yes	No	No	No	1
TRIM40	135644	Yes	No	No	No	1
DPCR1	135656	Yes	No	No	No	1
ZNF572	137209	Yes	No	No	No	1
MGC40214	137682	Yes	No	No	No	1
LYPDC2	137797	Yes	No	No	No	1
FLJ33069	137835	Yes	No	No	No	1
C9orf116	138162	Yes	No	No	No	1
MUM1L1	139221	Yes	No	No	No	1
MGC23937	139596	Yes	No	No	No	1
DOCK11	139818	Yes	No	No	No	1
ASB7	140460	Yes	No	No	No	1
BRI3BP	140707	Yes	No	No	No	1
RIMS4	140730	Yes	No	No	No	1
ASB14	142686	Yes	No	No	No	1
C10orf13	143282	Yes	No	No	No	1
SYT9	143425	Yes	No	No	No	1
SESN3	143686	Yes	No	No	No	1
LOC143903	143903	Yes	No	No	No	1
CPNE8	144402	Yes	No	No	No	1
LOC144501	144501	Yes	No	No	No	1
FLJ32549	144577	Yes	No	No	No	1
GSC	145258	Yes	No	No	No	1
	145853	Yes	No	No	No	1
MGC34647	146433	Yes	No	No	No	1
FLJ31196	146802	Yes	No	No	No	1
PROCA1	147011	Yes	No	No	No	1
EVER2	147138	Yes	No	No	No	1
ZNF480	147657	Yes	No	No	No	1
ZNF548	147694	Yes	No	No	No	1
MGC15476	147906	Yes	No	No	No	1
C19orf25	148223	Yes	No	No	No	1
EXOC8	149371	Yes	No	No	No	1
FLJ33084	149483	Yes	No	No	No	1
MGC24047	149563	Yes	No	No	No	1
LOC149603	149603	Yes	No	No	No	1
FLJ30990	150737	Yes	No	No	No	1
ARL6IP6	151188	Yes	No	No	No	1
FLJ32954	151393	Yes	No	No	No	1
FLJ25084	151516	Yes	No	No	No	1
LOC151534	151534	Yes	No	No	No	1
GPR155	151556	Yes	No	No	No	1
	151579	Yes	No	No	No	1
DTX3L	151636	Yes	No	No	No	1
SGOL1	151648	Yes	No	No	No	1
FLJ33620	151790	Yes	No	No	No	1
C9orf19	152007	Yes	No	No	No	1
LOC152573	152573	Yes	No	No	No	1
FLJ36090	153241	Yes	No	No	No	1
FLJ31951	153830	Yes	No	No	No	1
SLC2A12	154091	Yes	No	No	No	1
OACT1	154141	Yes	No	No	No	1
AMOTL1	154810	Yes	No	No	No	1
LOC154822	154822	Yes	No	No	No	1
C7orf32	155066	Yes	No	No	No	1
WBSCR24	155382	Yes	No	No	No	1
LOC157378	157378	Yes	No	No	No	1
NSE2	157638	Yes	No	No	No	1
FLJ31810	158038	Yes	No	No	No	1
RASEF	158158	Yes	No	No	No	1
C9orf52	158219	Yes	No	No	No	1
TTC16	158248	Yes	No	No	No	1
FLJ38564	158677	Yes	No	No	No	1
MOSPD2	158747	Yes	No	No	No	1
USP51	158880	Yes	No	No	No	1
LOC159091	159091	Yes	No	No	No	1
DKFZp762A217	160335	Yes	No	No	No	1
GRASP	160622	Yes	No	No	No	1
MGC19764	162394	Yes	No	No	No	1
ZNF519	162655	Yes	No	No	No	1
ZNF610	162963	Yes	No	No	No	1
FLJ90396	163049	Yes	No	No	No	1
FLJ45273	164832	Yes	No	No	No	1
KIAA1946	165215	Yes	No	No	No	1
PRICKLE2	166336	Yes	No	No	No	1
PAPD4	167153	Yes	No	No	No	1
PRSS35	167681	Yes	No	No	No	1
C6orf152	167691	Yes	No	No	No	1
ZNF467	168544	Yes	No	No	No	1
DKFZp762C1112	169200	Yes	No	No	No	1
SPIN3	169981	Yes	No	No	No	1
KCNG3	170850	Yes	No	No	No	1
KIAA1982	170960	Yes	No	No	No	1
MGC7036	196383	Yes	No	No	No	1
C10orf72	196740	Yes	No	No	No	1
LOC197336	197336	Yes	No	No	No	1
	197387	Yes	No	No	No	1
THAP8	199745	Yes	No	No	No	1
APOBEC3F	200316	Yes	No	No	No	1
LIPH	200879	Yes	No	No	No	1
MGC20806	201255	Yes	No	No	No	1
FLJ38482	201931	Yes	No	No	No	1
CXorf50	203429	Yes	No	No	No	1
FLJ38973	205327	Yes	No	No	No	1
MGC33365	205428	Yes	No	No	No	1
C7orf6	219285	Yes	No	No	No	1
YPEL4	219539	Yes	No	No	No	1
PLEKHK1	219790	Yes	No	No	No	1
MGC17839	219902	Yes	No	No	No	1
SPAS1	219938	Yes	No	No	No	1
FLJ32009	220001	Yes	No	No	No	1
FLJ25416	220042	Yes	No	No	No	1
ORAOV1	220064	Yes	No	No	No	1
DOK5L	220164	Yes	No	No	No	1
OTUD1	220213	Yes	No	No	No	1
RNF152	220441	Yes	No	No	No	1
ARL8	221079	Yes	No	No	No	1
C13orf3	221150	Yes	No	No	No	1
LOC221442	221442	Yes	No	No	No	1
C6orf128	221468	Yes	No	No	No	1
MGC57858	221491	Yes	No	No	No	1
TWISTNB	221830	Yes	No	No	No	1
SP8	221833	Yes	No	No	No	1
NAPE-PLD	222236	Yes	No	No	No	1
ZNRF2	223082	Yes	No	No	No	1
NEIL2	252969	Yes	No	No	No	1
FNDC5	252995	Yes	No	No	No	1
ZNF620	253639	Yes	No	No	No	1
C6orf167	253714	Yes	No	No	No	1
DKFZp667B0210	253738	Yes	No	No	No	1
MCMDC1	254394	Yes	No	No	No	1
ZDHHC23	254887	Yes	No	No	No	1
CASC2	255082	Yes	No	No	No	1
FLJ90036	255403	Yes	No	No	No	1
IBRDC2	255488	Yes	No	No	No	1
CXorf23	256643	Yes	No	No	No	1
MGC25181	257054	Yes	No	No	No	1
LOC257396	257396	Yes	No	No	No	1
FAM44A	259282	Yes	No	No	No	1
NAP1L5	266812	Yes	No	No	No	1
TncRNA	283131	Yes	No	No	No	1
FLJ33996	283401	Yes	No	No	No	1
LOC283464	283464	Yes	No	No	No	1
LOC283480	283480	Yes	No	No	No	1
LOC283666	283666	Yes	No	No	No	1
OR4N4	283694	Yes	No	No	No	1
SEN54L	283989	Yes	No	No	No	1
FLJ36000	284124	Yes	No	No	No	1
	284134	Yes	No	No	No	1
FLJ25715	284241	Yes	No	No	No	1
LOC284361	284361	Yes	No	No	No	1
FLJ39609	284598	Yes	No	No	No	1
FLJ38374	284800	Yes	No	No	No	1
MGC72104	284802	Yes	No	No	No	1
LOC284804	284804	Yes	No	No	No	1
ZNF621	285268	Yes	No	No	No	1
RABL3	285282	Yes	No	No	No	1
FLJ33674	285368	Yes	No	No	No	1
LOC285548	285548	Yes	No	No	No	1
LOC286073	286073	Yes	No	No	No	1
EFHA2	286097	Yes	No	No	No	1
LOC286254	286254	Yes	No	No	No	1
LOC286260	286260	Yes	No	No	No	1
LOC286467	286467	Yes	No	No	No	1
	286495	Yes	No	No	No	1
LIN9	286826	Yes	No	No	No	1
TRIM59	286827	Yes	No	No	No	1
ANKRD21	317754	Yes	No	No	No	1
HIST2H2AB	317772	Yes	No	No	No	1
CSS3	337876	Yes	No	No	No	1
KRTAP19-1	337882	Yes	No	No	No	1
CLECSF8	338339	Yes	No	No	No	1
FLJ37874	338699	Yes	No	No	No	1
LOC339967	339967	Yes	No	No	No	1
LOC340109	340109	Yes	No	No	No	1
MGC72075	340277	Yes	No	No	No	1
COLM	342035	Yes	No	No	No	1
LOC342892	342892	Yes	No	No	No	1
	344595	Yes	No	No	No	1
LOC345667	345667	Yes	No	No	No	1
AMIGO2	347902	Yes	No	No	No	1
FAM33A	348235	Yes	No	No	No	1
LOC348926	348926	Yes	No	No	No	1
ZNF429	353088	Yes	No	No	No	1
FLJ39378	353116	Yes	No	No	No	1
IRF2BP2	359948	Yes	No	No	No	1
CANP	374393	Yes	No	No	No	1
FLJ44670	375096	Yes	No	No	No	1
FLJ45645	375287	Yes	No	No	No	1
FLJ32363	375444	Yes	No	No	No	1
KCTD8	386617	Yes	No	No	No	1
FLJ45187	387640	Yes	No	No	No	1
	387921	Yes	No	No	No	1
	388160	Yes	No	No	No	1
FLJ35696	388341	Yes	No	No	No	1
YPEL2	388403	Yes	No	No	No	1
	388436	Yes	No	No	No	1
	388459	Yes	No	No	No	1
	388620	Yes	No	No	No	1
NOTCH2NL	388677	Yes	No	No	No	1
C1orf31	388753	Yes	No	No	No	1
	389023	Yes	No	No	No	1
	389025	Yes	No	No	No	1
LOC389072	389072	Yes	No	No	No	1
	389372	Yes	No	No	No	1
MGC57827	389835	Yes	No	No	No	1
	392314	Yes	No	No	No	1
DKFZp434C184	399474	Yes	No	No	No	1
FLJ40217	399512	Yes	No	No	No	1
RKHD1	399664	Yes	No	No	No	1
	399933	Yes	No	No	No	1
FLJ45803	399948	Yes	No	No	No	1
	399951	Yes	No	No	No	1
LOC400027	400027	Yes	No	No	No	1
	400099	Yes	No	No	No	1
	400134	Yes	No	No	No	1
FLJ39779	400223	Yes	No	No	No	1
FLJ35767	400629	Yes	No	No	No	1
LOC400684	400684	Yes	No	No	No	1
LOC401022	401022	Yes	No	No	No	1
	401057	Yes	No	No	No	1
	401236	Yes	No	No	No	1
	401270	Yes	No	No	No	1
	401642	Yes	No	No	No	1
	402563	Yes	No	No	No	1
FBI4	404201	Yes	No	No	No	1
POTE14	404785	Yes	No	No	No	1
PIM3	415116	Yes	No	No	No	1
FLJ39582	439931	Yes	No	No	No	1
	439971	Yes	No	No	No	1
	439979	Yes	No	No	No	1
	440030	Yes	No	No	No	1
	440104	Yes	No	No	No	1
	440145	Yes	No	No	No	1
	440151	Yes	No	No	No	1
	440282	Yes	No	No	No	1
	440345	Yes	No	No	No	1
	440360	Yes	No	No	No	1
	440416	Yes	No	No	No	1
	440536	Yes	No	No	No	1
	440608	Yes	No	No	No	1
	440668	Yes	No	No	No	1
	440776	Yes	No	No	No	1
CAPN14	440854	Yes	No	No	No	1
	441046	Yes	No	No	No	1
	441104	Yes	No	No	No	1
	441419	Yes	No	No	No	1
	441428	Yes	No	No	No	1
	441434	Yes	No	No	No	1
	442703	Yes	No	No	No	1
CDKN1B	1027	No	yes	Yes	Yes	3
DNA2L	1763	No	yes	Yes	Yes	3
FEN1	2237	No	yes	Yes	Yes	3
H1F0	3005	No	yes	Yes	Yes	3
KIFC1	3833	No	yes	Yes	Yes	3
MAD2L1	4085	No	yes	Yes	Yes	3
NFE2L2	4780	No	yes	Yes	Yes	3
RANGAP1	5905	No	yes	Yes	Yes	3
SUCLG2	8801	No	yes	Yes	Yes	3
SAP30	8819	No	yes	Yes	Yes	3
AURKB	9212	No	yes	Yes	Yes	3
CKAP5	9793	No	yes	Yes	Yes	3
KIF14	9928	No	yes	Yes	Yes	3
HMG20B	10362	No	yes	Yes	Yes	3
PHF15	23338	No	yes	Yes	Yes	3
BRRN1	23397	No	yes	Yes	Yes	3
PCF11	51585	No	yes	Yes	Yes	3
Pfs2	51659	No	yes	Yes	Yes	3
ASF1B	55723	No	yes	Yes	Yes	3
FANCA	2175	No	Yes	Yes	No	2
FANCG	2189	No	Yes	Yes	No	2
FOXM1	2305	No	Yes	Yes	No	2
FYN	2534	No	Yes	Yes	No	2
GCLM	2730	No	Yes	Yes	No	2
LMNB1	4001	No	Yes	Yes	No	2
LPP	4026	No	Yes	Yes	No	2
MCAM	4162	No	Yes	Yes	No	2
DNAJB9	4189	No	Yes	Yes	No	2
MET	4233	No	Yes	Yes	No	2
NASP	4678	No	Yes	Yes	No	2
PPP1R10	5514	No	Yes	Yes	No	2
PRIM2A	5558	No	Yes	Yes	No	2
RAD51C	5889	No	Yes	Yes	No	2
RPA2	6118	No	Yes	Yes	No	2
RRM1	6240	No	Yes	Yes	No	2
SFRS3	6428	No	Yes	Yes	No	2
SFRS7	6432	No	Yes	Yes	No	2
SIL	6491	No	Yes	Yes	No	2
STAT1	6772	No	Yes	Yes	No	2
USP1	7398	No	Yes	Yes	No	2
CDC7	8317	No	Yes	Yes	No	2
USP13	8975	No	Yes	Yes	No	2
TRIP13	9319	No	Yes	Yes	No	2
RECQL4	9401	No	Yes	Yes	No	2
BCLAF1	9774	No	Yes	Yes	No	2
MELK	9833	No	Yes	Yes	No	2
LRRC17	10234	No	Yes	Yes	No	2
TRIP	10293	No	Yes	Yes	No	2
RAD51AP1	10635	No	Yes	Yes	No	2
POLQ	10721	No	Yes	Yes	No	2
TOPBP1	11073	No	Yes	Yes	No	2
CHEK2	11200	No	Yes	Yes	No	2
RHOBTB3	22836	No	Yes	Yes	No	2
